뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
01500601.20160630203558001,20160630,매일신문,매일신문,[사설] K2 이전 당장 어렵다면 전투비행단이라도 옮겨라,지역>대구, 지역>대전, 정치>행정_자치,,,,최정호,"김해공항,대구시,영남권,신공항,대구공항,무산,대구경북","정부,대구경북연구원,대구시,국방부,국토교통부,K,대구공군기지","K2,당장,전투비행단,영남,백지화,대구경북민,피해,대구공군기지,K2,K2,공항,특별법,재원,마련,불가능,현실적,대구시,현행,법률,요건,상황,정부,정부,공해,전투기,소음,주민들,인근,주민,생활권,무시,방관,태도,K2,주민들,백지,좌절감,전투기,소음,이중,피해,피해,소음,배상금,주민,10만,공항,전투기,수송기,군용기,연간,이착륙,공항,전국,평균,소음도,고도,제한,면적,62.3,주민,재산,피해,60만,추산,대구경북연구원,산정,피해액,최소,K2,전적,정부,책임,근본,원인,정부,대구공항,존치,전제,김해공항,확장,결정,대구공항,이전터,7조,원대,재원,마련,방법,무산,직격탄,정부,국토교통부,자신,과실,인정,K2,대구시,전가,꼼수,제2차관,최정호,국토,교통부,차관,영남,대구공항,K2,K2,대구시,결정,차관,현행,법률,항목,재원,조달,대구시,선택,사실,대구시,K2,당장,정부,소음,주원인,지목,제11전투,비행단,정부,국방부,작전,계획,변경,소음,원인,제거,정책,동구,주민,불만,대구시,정부,의지","k2,대구시,대구공항,전투기,최정호,국토교통부,주민들,김해공항,교통부,백지화,배상금,비행단,영남,대구경북연구원,소음도,피해액,대구,7조,제11전투,불가능"," 영남권 신공항이 백지화되면서 대구경북민의 피해가 한둘이 아니지만, 가장 심각한 것은 대구공군기지(K2) 이전 문제다. K2 이전은 ‘군 공항 이전 특별법’에 따른 이전 재원 마련이 불가능해지면서 현실적으로 어렵다. 대구시가 현행 법률의 이전 요건을 맞출 수 없는 상황에 놓여 있기에 이제라도 정부가 나서야 한다. 정부는 전투기 소음 공해에 시달리는 K2..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=31817&yy=2016,
01500601.20160630201928001,20160630,매일신문,이호준 기자 hoper@msnet.co.kr,"권영진 시장 ""K2 이전 대구공항 활성화에만 전념""",지역>대구, 지역>경남, 지역>충북,,,,권영진,"김해공항,대구,대구공항,최정호,대구시,대구경북","김해공항,국토교통부,대구,정부,청와대,대구경북","K2,권영진,시장,대구공항,활성화,전념,기자간담회,취임,간담회,김해공항,확장,관심,대구공항,활성,K2,전념,권영진,대구,시장,2주년,취임,기자간담회,영남,김해공항,확장,결정,하늘길,대구경북,미래,시도민,소망,지방,위기,대구,위기,결정,중앙정부,지방,대구,고민,배려,증거,K2,정부,대구공항,결정,바람,사업,좌초,위기,목소리,시장,K2,전념,각오,정부,결정,김해공항,확장,관심,김해공항,심정,대구경북,미래,직결,대구공항,활성,K2,전념,대구경북,정치,시도민,강조,시장,그동안,대구경북,무시,대구경북,제2차관,지난달,최정호,국토,교통부,차관,대구,대구공항,K2,대구,결정,지방,자치,단체,차원,결정,사안,권한,입장,K2,지경,정부,대안,제시,해결,대구,정부,해법,정부,대구공항,존치,K2,정부,사실,협의,대구공항,존치,지적,시장,청와대,적극,개입,정부,부처,협의,청와대,고민,대구경북,상처,해결,생각","대구공항,대구경북,대구,김해공항,k2,권영진,최정호,시도민,간담회,청와대,2주년,기자간담회,교통부,제2차관,하늘길,중앙정부,영남,그동안,활성화,정부,결정,시장,지방,전념,위기,취임,해결"," “김해공항 확장은 이미 관심 밖이다. 대구공항 활성화와 K2 이전에만 전념하겠다.” 
권영진 대구시장이 30일 취임 2주년을 맞아 가진 기자간담회에서 ""영남권 신공항이 김해공항 확장안으로 결정되면서 하늘길을 여는, 대구경북의 미래를 여는 시도민의 소망이 꺾였고 지방의 위기, 대구의 위기를 맞았다”며 이같이 말했다. 
이어 “이번 신공항 결정은 중앙정부..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=31806&yy=2016,
01500601.20160630201749001,20160630,매일신문,서광호 기자 kozmo@msnet.co.kr,"['K2 이전 무산' 주민은 한숨뿐] ""전투기 소음 수십 년 고통, 언제까지 참아야 하나""",지역>대전, 지역>경기, 지역>경남,범죄>기업범죄>거래제한,,,"은희진,박정우","울산,용계동,김해,신평동,가산,신공항,무산,방촌동,구암동,지저동,광주공항,제주,김포,대구,대구공항,안심연료단지,북구,검단,광주","환경부,이전추진위원회,국방부,국토부,ICAO,국제민간항공기구,군부대,정부,대구경북연구원,WECPNL,국토교통부,대구공항,대구공군기지,인천공항","K2,무산,주민,한숨뿐,전투기,소음,고통,고통,대구공군기지,K2,주변,주민,피해,전투기,소음,재산,제약,고통,특별법,제정,사업,추진,소음,희망,백지,물거품,주민들,정부,K2,해법,목소리,사람,수준,소음,30일,지저동,대구,동구,전투기,대구공항,활주로,소음,전투기,급상승,소음,천둥소리,지저동,거리,이야기,사람들,스마트폰,통화,사람,식당,주인,전투기,소음,창문,식사,손님,전투기,식사,지경,대구공항,소음,공항,광주,전국,공항,최악,환경부,대구공항,연평균,소음,최고,웨클,기록,지점,측정,북구,구암동,67웨클,제외,웨클,사이,일상생활,수준,환경부,환경영향평가,75웨클,설정,주거,시설,조성,대구공항,소음,개선,10년,2005~2014년,지점,소음,1곳,제외,75웨클,지저동,84~86웨클,용계동,80~88웨클,신평동,88~94웨클,방촌동,75~80웨클,동구,지점,부위원장,은희진,소음,피해,비상,대책,위원회,정도,소음,웨클,정도,일상,대화,전화,불가능,환경부,측정,지점,이외,95웨클,신공항,정상적,추진,K2,신공항,백지화,K2,논의,중단,참담,심정,재산,제약,낙후,삶터,K2,소음피해,주변,지역,낙후,군부대,탄약고,폭발물,제한,구역,고도제한,재산,행사,제약,주민,민원,국방부,탄약,계획,부족,수준,국방부,지정,비행안전구역,주변,고도,제한,면적,62.3,면적,6.61,9배,고도,제한,면적,거주,주민,60만,대구경북연구원,발생,피해액,최소,낙후,8개,주변,사이,연평균,인구,감소,비율,0.18%,대구,0.02%,K2,추진,악영향,북구,검단,추진,금호워터폴리스,산업,단지,항공기,소음,주거,용지,애초,축소,조정,어려움,일대,동구,안심,연료,단지,안심지구개발사업,예측,항공기,소음,웨클,수준,주거,시설,조성,걸림돌,국방부,관할,대구공항,광주공항,국토교통부,소음대책지원사업,공항,주변,소음,대책,지원,사업,김포,김해,제주,울산,여수,인천공항,국토부,지난달,소음,피해,대책,대상,포함,국토부,소관,민간공항,적용,공항소음방지법,국방부,소관,대구공항,별도,마련,지원사업,소음,대책,주민,지원,사업,포함,처지,부회장,박정우,비행장,추진,위원회,실낱,희망,자포자기,상태,신공항,연계,K2,위원회,재정비,주민들,이달,중순쯤,주민,요구,대책,논의,예정,웨클,WECPNL,국제민간항공기구,ICAO,권장,항공기,소음,평가,단위,항공기,이착륙,발생,소음도,운항,횟수,시간대,소음,최대치,가산점,종합,평가,소리,크기,단위,데시벨","웨클,k2,대구공항,전투기,국방부,항공기,동구,대구,신공항,환경부,낙후,지저동,위원회,주민들,고도제한,은희진,국토부,박정우,비행장,연평균"," ""귀가 찢어질 것 같은 고통을 앞으로 얼마나 더 참아야 합니까?"" 
대구공군기지(K2) 주변 주민들은 수십 년 동안 전투기 소음 피해와 재산권 제약으로 극심한 고통을 겪고 있다. 그나마 특별법이 제정되고 K2 이전사업이 추진되면서 소음에서 벗어날 수 있다는 희망을 품었지만, 최근 신공항 백지화로 물거품이 됐다. 주민들은 더는 견딜 수 없어서 정부가 나..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=31805&yy=2016,
01500601.20160630201314001,20160630,매일신문,조두진 기자 earful@msnet.co.kr,日 아사히 신문에 뜬 '매일신문 백지 1면',국제>일본,,,,,,"박근혜,박","김해공항,한반도,노리코,일본,日,박,밀양,부산,영남권,아사히,수도권,대구경북","국토교통부,정부","신문,아사히,1면,매일신문,백지,정권,백지항의,기사,게재,매일신문,노리코,정부,영남,건설,김해공항,확장,발행,백지,정부,지방,기사,게재,수도,언론,지역이기주의,대변,편집,경제성,정부,결정,수용,취지,보도,일간지,일본,아사히신문,朝日新聞,26일,지면,매일신문,백지,사진,정권,백지,항의,내정,산적,내정,구심력,저하,제목,기사,게재,아사히,신문,박근혜,정권,차례,패배,총선,정권,추진,역풍,교과서,국정,지지,한반도,남동부,유치,갈등,대통령,구심력,저하,보도,신문,국토교통부,부산,근교,김해공항,확충,건설,대체,자문기관,수용,매일신문,신문,정부,결정,항의,1면,백지화,신문,발행,결정,불만,사람들,사태,정권,비판,예상,보도,보도,아사히,신문,본지,일본인,모모,노리코,도쿄,거주,일본,언론,대구경북인,밀양,유치,경쟁,매일신문,보도,백지,지역이기주의,평가","매일신문,일본,1면,노리코,아사히,김해공항,밀양,이기주의,구심력,지역이기주의,백지화,교통부,부산,자문기관,경제성,사람들,일본인"," 정부가 영남권 신공항을 건설하는 대신 김해공항을 확장하겠다고 발표하자(21일), 매일신문은 22일 자 신문 1면을 백지(白紙)로 발행하면서 ‘신공항 백지화, 정부는 지방을 버렸다’는 한 줄 기사만 게재했다. 
이에 대해 수도권 언론들이 ‘지역이기주의를 대변하는 편집’이라든가, ‘경제성을 고려한 정부의 결정을 수용해야 한다’는 취지의 보도를 하고 있는 ..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=31802&yy=2016,
01500601.20160630195750001,20160630,매일신문,모현철 기자 황수영 기자,"""대구공항 활성화 K2 이전"" 시장 국회의원 국회서 회의",정치>행정_자치, 정치>국회_정당, 지역>대구,,,,"권영진,윤재옥","영남권,대구창조경제단지,대구,노원동,대구공항,북구","국회의원,대구시,K2,국회,대구제3산업공단,새누리당,상임위","대구공항,활성,K2,시장,국회의원,국회,회의,의원,대구,새누리당,대구시,1일,국회,회의,영남,백지,대책,이날,국회의원회관,국회의원,회관,회의,전원,새누리당,대구,의원,권영진,대구,시장,참석,대구공항,존치,활성,방안,K2,안건,회의,정치권,협의,부처,구체적,대책,요구,방침,회의,대구,의원,대구로,직행,대구창조경제단지,대구제3산업,북구,노원동,대구제,산업,공단,방문,민생,현장,새누리당,대구시,위원장,윤재옥,의원,정부,대책,마련,요구,작전,성격,사전,회의,대구,민생,현장,방문,상임위,출석,의원,참석","대구,새누리당,대구공항,국회의원,노원동,국회의원회관,대구시,권영진,대구제,대구제3산업,위원장,k2,정치권,상임위,대구로,윤재옥,대구창조경제단지,영남,회의,의원,대책,요구,국회,시장", 대구 새누리당 의원과 대구시가 1일 오전 국회에서 영남권 신공항 백지화 대책 회의를 가진다. 이날 오전 7시 30분 국회의원회관에서 열리는 회의에는 새누리당 대구 의원 10명 전원과 권영진 대구시장이 참석한다. 대구공항 존치 및 활성화 방안과 K2 이전 문제가 주요 안건이 될 것으로 보이며 회의를 통해 정치권과 시가 협의한 뒤 관련 부처에 구체적인 대..,http://www.imaeil.com/sub_news/sub_news_view.php?news_id=31796&yy=2016,
01500601.20160630195700001,20160630,매일신문,이호준 기자 hoper@msnet.co.kr 서광호 기자 kozmo@msnet.co.kr,"""K2 이전, 정부가 책임지고 해결해야""",지역>대구, 지역>대전, 지역>광주,,,,권영진,"수원,피해,대도,동구,정도,영남권,대구,무산,도심,광주","환경부,피해,정부,대구시,국방부,11전투비행단,대구,공군기지,대구공항,도심","K2,정부,해결,고통,대구,시민,전투기,소음,도심,기지,유일,도시,공항,전국,소음,최고,영남,백지,가시화,대구,사업,무산,위기,대책,마련,요구,목소리,공군,기지,전국,피해,전투기,소음,피해,지역,광범위,정부,백지화,영남,백지,K2,침묵,동구,주민,기지,전투기,연간,이착륙,굉음,일상생활,불가능,노력,K2,정부,무산,대다수,주민,분노,환경부,조사,대구공항,연평균,소음,최고,웨클,일상생활,수준,택지,택지,주거지,조성,불가능,11전투,비행단,소음도,기지,공항,전국,공항,최고,수준,대구,도심,확장,기지,주거지,위치,피해,비행기,소음,주민들,무산,낙후,동구,불가능,대구시,관계자,K2,소음,근본,해결,기지,이전터,도심,성장,동력,사안,동구,K2,소외지,전락,지적,K2,무산,대구,전투기,기지,도심,위치,유일,도시,전락,전국,대도시,위치,전투기,기지,필요성,제기,수원기지,광주기지,정도,가닥,후보,물색,국방부,협의,진행,K2,사업,전면,중단,권영진,대구,시장,년간,K2,무산,만큼,정부,해결,대구시,지역,정치,K2,최선","k2,대구,전투기,동구,불가능,일상생활,대구시,백지화,주거지,권영진,영남,이전터,비행기,주민들,국방부,수원기지,환경부,대구공항,광주기지"," 영남권 신공항 백지화 후폭풍으로 가시화됐던 대구 K2 이전 사업이 무산 위기에 처하면서 대책 마련을 요구하는 목소리가 높아지고 있다. 
K2 공군기지는 전국에서 전투기 소음 피해가 가장 큰데다 피해 지역도 광범위하지만 정부는 영남권 신공항 백지화 이후 K2 이전 문제에 대해서는 침묵을 지키고 있다. 
동구 주민들은 ""K2 기지에서 연간 7만 회 이상 ..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=31795&yy=2016,
01500601.20160630194239001,20160630,매일신문,모현철 기자 서광호 기자,"가덕도에 시장직 건다던 서병수, 왜 김해 가나",지역>부산, 지역>경남, 지역>강원,,,,"배수진,서병수","김해공항,서부산,김해,밀양신공항,부산,관문공항,가덕도 신공항,가덕도,부산시,가덕도신공항,계산,대구,김해신공항,서부산개발국장","정부,부산시,기획재정부,부산,건설공사,계산,김해신공항","가덕도,시장직,서병수,김해,가나,5일,정부안,수용,방문,현장,예타조사,생략,요구,가덕도,시장직,서병수,부산,시장,김해공항,확장,수용,닷새,현장,김해공항,방문,시장,사퇴,배수진,가덕도,자세,돌변,식언,食言,비판,자신,임기,후반,시정,역량,총동원,김해공항,확장,투입,시장,현장방문,민선,시정,시작,시점,김해공항,확장,부산,미래,서부산권,그림,점검,부산시,설명,정치권,가덕도신공항,유치,실패,김해공항,확장,차선책,확보,부산,계산,밀양신공항,올인,차선책,마련,대구,처지,이날,시장,이날,현장방문,부산시,도시,계획,실장,교통국장,서부산개발국장,시정혁신본부장,해양수산국장,대변인,건설본부장,부산시,간부들,동행,부산시,김해공항,확장,정부,예비,조사,생략,기획재정부,요청,정부,방침,예비,김해공항,확장,사업,조사,내년,공항개발,수립,2018년,2020년,기본,실시설계,보상작업,마무리,건설공사,공항,건설,공사,김해신,공항,완공,투입,구체,예산,상태,내년,대선,이야기,지역,확장,김해공항,보장,부산시,설득력,사업,조기,확정,예산,투입,확장,부산,시내,공항,쐐기,계산,실패,가덕도신공항,유치,고조,자신,여론,조기,김해공항,확장,궁지,개인,서병수,시장,정치,포석,작용,부산시,요청,예비,조사,생략,공항개발,수립,내년,기본,설시설계,착수,전체적,공정,김해신,공항,건설,1년,가량,전망,수순,김해공항,확장,김해신공항,정부,입장,가시화,가능성,시장,신공항,지역,갈등,해소,상태,김해공항,확장,정치,비화,사업,추진,차질,부산시민,시간,안전,관문공항,김해신공항,건설,시정,역량,집중","김해공항,부산시,부산,김해신공항,서병수,가덕도,신공항,서부산,차선책,본부장,가덕도신공항,시장직,정부안,공항개발,현장방문,김해신"," 가덕도 신공항에 시장직을 건다고 했던 서병수 부산시장이 김해공항 확장안을 수용한다고 발표한 지 닷새 만인 1일 김해공항 현장을 방문한다. 시장직 사퇴의 배수진까지 치며 가덕도 신공항에 목을 매던 자세에서 돌변한 데 대해 '식언'(食言)이라는 비판이 잦아들기도 전에 자신의 임기 후반 시정 역량을 총동원해서 김해공항 확장에 투입하겠다는 것이다. 
서 시장..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=31783&yy=2016,
01500601.20160630193803001,20160630,매일신문,박상전 서울정경부 차장 mikypark@msnet.co.kr,[세종시 통신] 황 총리의 기수를 돌려라,국제>아시아, 국제>중국, 국제>중동_아프리카,,,,"반,리커창,황,시진핑,황교안,반기문","서해,세종시,선봉,중국,압록강,영남권,아무,신공항,북한,동북3성","간담회,총리공관,정부,영남권,국무원,대구공항,유엔,동북,대구경북","총리,기수,황교안,국무총리,세종시,총리,공관,간담회,대선,출마,여부,질문,투표,유권자,피선거권자,여운,대선,출마,해석,대선,여권,지지율,사무총장,반기문,유엔,인물,정계,총리,총장,연결,고리,역할,부정,총리,킹메이커,관심,중국,방문,연장선,시진핑,국가주석,총리,리커창,국무원,차례,서해,중국,불법,어선,조업,해결,촉구,한편,북한,지리적,정치적,동북3성,방문,동북3성,압록강,사이,북한,방문,국무총리,총리,방문,직전,총리,동북3성,교민들,가지,애로,사항,정부,총리,중국,방문,종합,불법조업,제기,어민,표심,중국,재외,국민,표심,자극,관측,안팎,해석,총리,정작,중요,외면,실수,영남,백지화,영남,표심,무시,해외,눈길,소탐대실,전형,선거인,대선,투표,중국,재외,국민,투표자,40만,영남,시도,선거인명부,1천,대구경북,정부,결과,직전,용역,결과,정부,억지도,편협,논리,전개,총리,건설,신공항,논리,배신,정치,선봉,허탈감,상실감,영남권,조사단,용역,결과,여부,정치,개입,갈등,수면,부상,형국,현장,총리,현장,정부안,설득,방안,제시,배려안,탈락,지역,제시,상황,생각,중국,총리,행로,귀국,대구공항","중국,영남권,영남,신공항,투표자,국무총리,동북3성,반기문,세종시,리커창,국무원,소탐대실,인명부,1천,시진핑,선거인명부,정부안,허탈감"," 황교안 국무총리가 최근 세종시 총리공관에서 기자 간담회를 하면서 차기 대선 출마 여부를 묻는 질문에 “반드시 투표는 하겠다”고 말했다. 유권자인지 피선거권자인지에 대해서는 밝히지 않아 대선 출마 여운을 남긴 것으로 해석되기도 했다.
그는 또 현재 차기 대선에서 여권 내 가장 높은 지지율을 보이고 있는 반기문 유엔 사무총장과 제일 많이 만난 국내 정계 ..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=31778&yy=2016,
01100901.20160630154544002,20160630,중앙일보,이정재,[이정재의 시시각각] 뭉칫돈 945조와 강남 재건축,경제>부동산, 정치>행정_자치, 정치>청와대,범죄>기업범죄>거래제한, 사고>스포츠사고,,"최경환,강호인","가덕도,강남,경기,밀양,신산,영남권,강북,강남 선도","국토부,국토교통부,신공항,국회,정부,금융위원회","945조,강남,지난주,2탄,아재,개그,강호,국토,교통부,장관,사람,好人,호인,好人,사람,특성,장관,주택론,취임,주택,시장,타도,아파트,분양,시장,2~3년,입주,대란,걱정,아파트,강남,아파트,급등,부동산,양극,강북,아파트,4배,강남,아파트,5배,시장,소리,신임,장관,구두,개입,돈줄,아무것,관계자,국토부,정책,딜레마,최경환,경제,부동산,경기,중심,강남,선도,先導,강남,아파트,강북,수도권,지방,집값,규제,재건축,돈줄,최경환,실세,실세,경제,부총리,장관,신임,국토부,소신,경제팀장,부총리,정책,반년여,현실,아파트,강남,1000만,원씩,3억,투기,광풍,분양시장,복마전,국토부,대책,9억,아파트,중도금,대출,제한,만시지탄,효과,의심,강남,찰떡궁합,뭉칫돈,단기,부동자금,1000조,본격적,시작,떠돌,고수익,본능,스마트머니,저금리,금융,위기,945조,10년,덩치,이름,스마트지,실체,주식투자,예금,이자,원금,먹잇감,습성,대형사고,강남,물기,최고,미끼,믿음,강남,불패,신화,강남,찰떡궁합,강남,불패,신화,뭉칫돈,물꼬,강호인,딜레마,번째,정책,전국,경기,부진,책임,국토부,속내,강남,희귀재,사치,규제,가치,노무현,정부,대못,부작용,아파트,뭉칫돈,뒷길,상가,빌딩,부동산,시장,브렉시트,마당,규제,최악,선택,장관,애초,국토부,소관,금융상품,중위험,중수익,금융,상품,활성화,민자,사업,활성,육성,투자처,마련,정공법,금융위원회,기획재정부,부자,입법,국회,이해,국토부,장관,총대,강남,아파트,과열,광풍,나라,유일호,경제,설득,국회,청와대,강호인,영남,난제,난제,제3,돌파,가덕도,밀양,선택,장관,경질,위기,탈출,나라,장관,자신,강호인,대책,9억,죄기,아파트,돈줄,실망,소신,이정재,논설,위원","강남,국토부,부동산,돈줄,뭉칫돈,최경환,재건축,중위험,부총리,이정재,민자,금융상품,강북,중수익,945조,노무현,유일호","지난주에 이은 썰렁 아재 개그 2탄. 강호인 국토교통부 장관은 ‘좋은 사람(好人)’일까. 답은 그렇다. 걍, 호인(好人)이니. 좋은 사람의 특성 중 하나가 ‘뜨뜻미지근’이다. 강 장관의 주택론도 ‘뜨뜻미지근’이다. 지난해 11월 취임 때 그는 “주택 시장은 활활 타도, 식어서도 안 된다”고 말했다. 아파트 분양시장이 후끈 달아올라 2~3년 뒤 입주 대란..",https://www.joongang.co.kr/article/20241474,
01500601.20160629203420001,20160629,매일신문,최두성 기자 dschoi@msnet.co.kr,"신공항 용역 검증, 경북 의원도 동참",정치>행정_자치, 정치>국회_정당, 정치>선거,,,,"조찬 회동,유승민,이철우,김석기,주호영,최경환,김광림,김상훈,정종섭,박명재,김종태","김해공항,경북,서울,영남권,의원도,신공항,대구,대구공항,용역,대구경북","유일,여의도,검증,국회,경북도청,대구경북,경북,한국공항공사,친박계,TK,TK 의원,대구 따로,새누리당,국토교통위원회","검증,용역,경북,의원,동참,김종태,김석기,투입,의원,추가,최경환,이철우,회동,조찬,백지화,영남,백지,대구경북,TK,염원,국회의원들,새누리당,TK,국회의원,지역,현안,해결,TK정치권,단합,결의,그동안,한집안,대구,경북,TK정치권,백지화,영남,백지,도민,공분,지역,현안,해결,단합,요구,정치,응답,TK,유일,상임위원장,이철우,의원,정보위원장,주선,29일,서울,여의도,식당,TK,의원,조찬모임,자리,친박계,좌장,최경환,의원,의원,용역,국회,검증단장,주호영,김광림,정책위의장,김광림,정책위,의장,박명재,사무총장,의원,새누리당,19명,유승민,조원진,김상훈,김석기,의원,개인,사정,사전,일정,양해,불참,이날,회동,근래,의원,참석,이철우,의원,개원,국회,TK,의원,상견례,차원,자리,마련,19대,대구경북,의원,단합,모습,총선,선거,앙금,지역,발전,자리,주선,대화,주제,합의,도출,주도,당장,대구,의원,국회,용역,검증단,경북,의원,참여,국토,교통,위원회,소속,김종태,의원,한국공항공사,사장,역임,김석기,의원,단장,주호영,의원,정종섭,정태옥,의원,구성,검증단,합류,철저,진상,규명,대책,마련,대구경북,의원,검증단,활동,지원,검증단,최종,시나리오,준비,착수,대구공항,확장,K2,포함,수용,대구경북,김해공항,확장,수용,접근성,가지,방안,구상,관철,정치권,새누리당,새누리당,지도부,선출,전당대회,대표주자,TK,단일,대표,주자,정치,입지,의견일치,경북도청,이전터,의원,지역구,TK,의원,대구,경북,밑그림,최상,노력","tk,새누리당,검증단,대구경북,경북,주호영,이철우,김광림,김해공항,위원장,김석기,김종태,대구,최경환,19대"," 영남권 신공항 백지화로 대구경북(TK)의 염원이 사라지면서 뒤늦게 새누리당 TK 국회의원들이 지역 현안 과제 해결을 위해 TK정치권 '한 몸 단합'을 결의했다.
그동안 한집안이면서도 '대구 따로' '경북 따로'이던 TK정치권이 이번 영남권 신공항 백지화가 불러온 시`도민의 공분과 지역 현안 과제 해결을 위한 단합 요구에 정치적 응답에 나선 것이다. 
..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=31635&yy=2016,
01500601.20160629202919001,20160629,매일신문,석민 문화부장,[데스크 칼럼] 낙동강 오리알 ‘대구경북’,지역>대구, 지역>경북, 지역>경남,,,,,"울산,김해공항,서울,밀양,부산,관문공항,서울공화국,신공항,무산,대구경북,수도권,망상,낙동강,영남권,부산공,대구,대한민국,선진,왜곡,경남","밀양,부산,관문공항,신공항,무산,수도권,대구경북,경북,정부,서울공화국주,충정,대구,오리알,대한민국,박근혜정부","대구경북,낙동강,오리알,영남,사실,무산,대구경북민,분노,좌절,정부,백지화,충격적,말문,심정,22일,표현,참담,심정,무개념,박근혜정부,서울공화국주의자,부산공화국주의자,현실,영남,서울공화국,주의자,생각,해외여행,편리,국고,낭비,사업,서울,수도권,과밀화,집중화,헬조선,신조어,한계,글로벌,경쟁력,수도권,발전,주장,규모,비경제,사회,경제적,수도권,발전,경제권,활성화,우리나라,경제권,영남권,상대적,침체,남부경제권,제2,관문공항,영남,구축,세기,남부,경제,교두,출발점,대구경북,건설,영남,계기,지식경제시대,배후,산업,단지,업그레이드,교육,사회,문화,분야,세계,호흡,대한민국,미래,비전,대구경북,비전,핌피,지역이기주의,왜곡,서울,언론,주장,애초,독선,아집,대구경북,발전,부산,경남,울산,인접,도시,발전,중요,서울공화국,대한민국,기타,지방,도시,독자,역량,세계도시,성장,망상,대구경북,대구경북,지역,경남,밀양,후보지,관문,공항,지지,밀양,지리적,대구,부산,울산,접근,영남권,상생,기틀,마련,최적지,국가백년대계,준비,상생,포용,정신,대구경북민,충정,가덕,부산,막무가내식,참담,극단,부산,고집,3무,무개념,무원칙,무책임,박근혜정부,서울공화국주의자들,무산,빌미,김해공항,확장,신공항,후안무치식,발언,개선,수도,교통,70조,투자,계획,지방,투자,비하,폄하,서울공화국주의,서울공화국주의,흉내,부산공화국주의,틈바구니,대구경북,낙동강,오리알,전락,대구,서울공화국주의,대한민국,선진국,진입,발목,부산공화국주의,결국,부산,발전,걸림돌,경북,허리,경제,돌파구,경북,주축,남부,동부지역,대구,순망치한,공동운명체,영남,논란,관문,공항,전망,선진국,제2,관문공항,남부권,공항,논란,대구,경북,자체,역량,결집,비전,실현,오리,신세,백조,하늘,고민,대구경북,리더십,위기,치맛자락,주변,눈치,코흘리개,어린아이,모습,지역,정치,도민,좌절,분노,지역,정치","대구경북,부산,영남,영남권,대구,서울공화국,제2,수도권,신공항,대한민국,경북,오리알,주의자,서울공화국주의,무개념,서울,참담,매일신문,대구경북민,부산공화국주의,남부경제권,서울공,선진국,밀양,울산,부산공화국,경남,경제권,서울공화국주의자들,관문공항,박근혜정부"," 영남권 신공항이 사실상 무산되면서 대구경북민의 분노와 좌절이 크고 깊다. 정부의 백지화 발표가 너무나 충격적이어서 할 말을 잊었다. 말문이 막힌 심정은 22일 자 매일신문 1면 백지 게재로 나타났다. 어떻게 표현할 길이 없는, 절절하고 참담한 심정을 ‘무개념’ 박근혜정부와 서울공화국주의자, 부산공화국주의자는 결코 알 수 없고 알려고도 하지 않을 것이라..",http://www.imaeil.com/sub_news/sub_news_view.php?news_id=31617&yy=2016,
